"","State","Location.Code","Education","Gender","Coverage","EmploymentStatus","Income","Marital.Status","Monthly.Premium.Auto","No.Of.Open.Complaints","No.Of.Policies","Renew.Offer.Type","Vehicle.Class","Customer.Lifetime.Value","Vehicle.Size","Policy","Policy.Type","Sales.Channel","Total.Claims.Amount","Monthly.Since.Last.Claims","Months.Since.Policy.Inception","Response","predictedvalues"
"1680","2","2","1","1","3","1",27289,"2",158,2,1,"2","6",6167.854162,"2","6","2","1",758.4,4,78,"1",5836.47830625333
"1681","2","1","4","2","1","1",54831,"2",61,0,1,"3","2",2476.046413,"2","6","2","1",136.2171,7,45,"1",2461.07673205417
"1682","4","2","1","1","2","2",0,"2",90,0,4,"1","2",6744.190752,"2","6","2","3",547.912576,3,74,"1",6372.8464120225
"1683","2","2","3","1","1","1",56172,"3",64,0,1,"3","2",2500.837384,"3","6","2","1",307.2,0,74,"1",2502.764397955
"1684","2","2","2","2","2","2",0,"3",81,0,1,"1","1",2937.165583,"2","5","2","2",388.8,16,69,"1",2925.4771715725
"1685","5","3","3","2","1","1",55911,"2",74,0,1,"1","2",2994.351694,"2","4","2","4",187.934331,7,40,"1",2945.68793139083
"1686","4","1","2","1","1","1",90456,"2",71,0,2,"4","2",14203.6226,"2","6","2","1",165.057816,26,40,"1",9316.28049387666
"1687","5","2","3","1","2","4",20978,"2",98,1,1,"2","2",3508.569533,"3","6","2","3",1176.2788,19,96,"2",3520.35893614667
"1688","4","3","1","1","1","1",82093,"3",62,0,3,"2","2",4942.873707,"2","5","2","3",266.932542,17,3,"1",4977.74910345833
"1689","2","2","1","1","3","1",51944,"2",156,0,1,"1","6",6218.662593,"2","3","1","1",748.8,12,96,"1",5999.55698887917
"1690","5","2","2","1","1","2",0,"2",65,0,2,"2","1",21423.63723,"2","9","3","1",312,9,31,"2",16713.5660409308
"1691","5","2","1","2","2","2",0,"1",91,0,1,"1","2",3455.17183,"3","5","2","2",681.038959,16,63,"1",3312.86648925583
"1692","5","3","2","1","2","1",44527,"2",94,2,5,"1","2",7163.796624,"1","6","2","2",286.960016,20,91,"1",7334.96435659917
"1693","4","3","3","2","1","1",66795,"2",64,0,2,"3","2",7680.748159,"2","6","2","4",238.032027,14,71,"1",11879.3815506003
"1694","2","2","1","2","1","2",0,"1",61,1,7,"1","2",4250.282624,"3","6","2","1",292.8,17,1,"2",4350.5500580275
"1695","5","2","3","2","1","4",25370,"2",102,0,2,"1","6",11638.89947,"1","5","2","3",489.6,10,77,"2",13270.8102724433
"1696","2","2","3","1","1","1",98036,"2",113,0,2,"2","3",13559.39395,"2","5","2","1",662.444819,18,92,"1",19053.320634755
"1697","5","2","2","2","1","1",21150,"2",116,0,4,"4","3",9144.856285,"2","6","2","3",833.417104,8,1,"1",8685.49653462333
"1698","5","1","3","2","1","1",49057,"1",63,0,2,"2","1",7434.270631,"2","6","2","2",29.618152,16,52,"1",10487.7627568127
"1699","5","2","1","2","2","1",97658,"2",76,1,3,"1","2",6159.011684,"2","6","2","2",364.8,7,82,"1",6028.40242515833
"1700","5","2","2","1","1","2",0,"2",109,0,1,"1","3",3883.398053,"2","4","2","1",765.906271,10,70,"1",3808.50775150417
"1701","4","1","2","2","1","1",25634,"2",67,0,2,"4","2",10622.51656,"2","5","2","2",144.728404,12,53,"1",12150.5014814683
"1702","3","2","3","2","1","2",0,"1",68,3,2,"1","2",13197.92893,"1","5","2","1",326.4,19,2,"2",13316.24725322
"1703","5","2","1","2","1","2",0,"1",73,1,8,"3","1",4965.491316,"3","6","2","2",525.6,4,71,"1",5078.85760324917
"1704","4","1","2","2","1","1",42650,"2",69,0,5,"3","2",5461.967787,"2","4","2","1",35.565605,10,92,"1",5394.22716815667
"1705","2","2","1","2","1","5",22283,"3",65,0,1,"1","2",2397.036098,"2","9","3","3",572.072106,16,93,"2",2495.49171082167
"1706","5","3","3","1","2","1",61160,"1",96,0,3,"1","1",7409.083969,"3","2","1","3",354.530239,2,71,"1",7698.502299795
"1707","2","2","3","2","3","1",83220,"2",110,0,1,"3","2",4434.028141,"2","4","2","1",528,9,42,"1",4324.02120204167
"1708","5","2","1","2","2","1",66982,"2",121,0,1,"2","3",4916.373221,"2","3","1","1",871.2,12,13,"1",4936.25469509
"1709","1","2","5","1","2","1",27354,"2",86,1,7,"4","1",6775.924167,"2","6","2","3",412.8,2,13,"1",6736.713517005
"1710","3","2","1","1","1","1",67837,"2",69,4,1,"2","2",2675.569927,"2","6","2","1",430.477436,19,17,"1",2781.6223555825
"1711","5","2","2","2","1","1",40032,"2",118,2,7,"1","3",9246.223462,"2","6","2","4",717.763724,1,50,"1",9041.7273551325
"1712","4","2","3","2","2","2",0,"1",94,0,1,"3","2",3293.245706,"1","1","1","2",676.8,3,40,"1",3292.3363288225
"1713","4","2","2","2","1","2",0,"1",74,0,1,"2","2",2604.84712,"2","1","1","2",532.8,19,50,"1",2555.65063556667
"1714","5","3","1","1","1","1",38667,"2",63,0,1,"2","2",2487.649473,"2","6","2","3",293.070538,9,21,"1",2475.39718905583
"1715","4","2","1","2","1","1",83576,"2",69,0,5,"3","1",5557.934118,"2","6","2","4",331.2,35,72,"1",5501.99863586
"1716","2","2","2","1","2","3",22076,"1",85,0,1,"1","2",3106.48254,"2","5","2","4",422.765363,30,53,"1",3247.3572751325
"1717","2","1","2","1","1","1",94527,"2",73,0,3,"1","2",5860.16743,"2","4","2","1",41.464402,16,32,"1",5837.55322814667
"1718","3","1","3","2","2","1",24019,"2",79,0,1,"3","2",3141.333694,"2","6","2","3",47.22861,14,27,"1",3084.54115516083
"1719","2","2","3","2","1","1",23666,"2",104,0,9,"1","3",8355.958185,"2","6","2","1",499.2,7,76,"1",8142.51005354584
"1720","4","2","2","2","1","3",25163,"2",67,0,1,"2","1",2534.990075,"3","2","1","3",321.6,32,18,"1",2538.82859338833
"1721","3","2","5","1","1","1",66156,"2",72,0,6,"2","2",5762.472144,"2","5","2","4",345.6,11,66,"1",5637.5740649925
"1722","5","1","2","1","1","1",89771,"2",67,2,1,"2","1",2688.860687,"2","5","2","2",104.123179,10,9,"1",2624.40714813
"1723","5","1","1","2","2","1",45032,"2",77,0,3,"2","2",6143.898219,"2","5","2","1",36.818178,13,35,"1",6063.49380512667
"1724","2","1","4","1","1","1",62277,"1",113,0,8,"3","3",8837.334639,"2","3","1","2",249.799752,9,68,"1",9005.22182510333
"1725","5","2","1","1","2","4",15323,"2",128,0,1,"1","3",4772.931526,"2","6","2","1",614.4,30,61,"1",4915.30328764083
"1726","1","2","3","2","2","1",61987,"2",125,0,1,"2","3",5021.150845,"2","6","2","3",723.301363,24,4,"1",5075.65596073
"1727","2","2","3","2","2","2",0,"1",97,0,1,"1","2",3508.92537,"3","6","2","1",698.4,19,18,"1",3385.27063887917
"1728","5","2","3","2","1","4",22571,"1",63,0,9,"2","2",4605.036646,"1","2","1","4",302.4,29,51,"2",4688.3827237375
"1729","1","3","2","2","1","1",58843,"1",68,0,2,"3","1",8018.503854,"1","1","1","2",200.490816,1,96,"1",12545.5772641908
"1730","4","2","2","2","1","2",0,"1",105,0,1,"3","3",3945.588049,"3","5","2","4",933.212749,2,54,"1",4276.8466400275
"1731","2","3","2","2","2","1",33806,"3",89,0,2,"2","2",26199.5401416,"2","3","1","4",395.729716,32,59,"2",24802.347124824
"1732","2","2","3","1","1","1",46900,"2",66,0,1,"2","2",2580.849899,"2","6","2","4",316.8,13,59,"2",2597.11890427667
"1733","1","3","1","2","1","1",43877,"2",102,0,4,"1","3",8186.095915,"2","1","1","1",414.713588,26,77,"1",8153.24751251667
"1734","4","2","3","2","2","5",23931,"1",95,0,1,"4","2",3304.758268,"1","6","2","4",456,4,24,"1",3680.7876387625
"1735","5","2","1","2","2","1",74089,"2",94,2,7,"3","2",7455.361568,"3","5","2","1",648.690215,13,89,"1",7732.925995415
"1736","5","2","1","1","1","1",21542,"2",103,0,2,"4","6",20266.49877,"3","8","3","3",494.4,18,37,"1",13696.79546638
"1737","5","3","5","1","2","1",77235,"2",87,0,5,"2","1",7035.763363,"2","6","2","3",310.160362,2,68,"1",6805.0957236775
"1738","5","2","5","2","1","3",20123,"2",63,0,3,"2","2",4867.378203,"2","4","2","2",302.4,7,47,"1",4926.72423091833
"1739","2","2","3","1","2","1",88362,"1",78,0,1,"2","1",3061.799398,"2","4","2","2",452.599718,9,63,"1",3048.65808959
"1740","5","3","2","1","2","1",28848,"1",96,0,7,"3","1",7427.501786,"2","3","1","3",450.596865,22,54,"1",7285.8011285475
"1741","1","2","1","1","1","1",54378,"2",66,0,1,"2","2",2637.602689,"3","5","2","2",316.8,16,30,"1",2591.39149045333
"1742","2","2","1","2","1","1",20090,"2",109,0,2,"2","6",26199.5401416,"2","6","2","1",523.2,10,59,"2",25409.299687372
"1743","4","2","3","1","3","1",60475,"2",107,0,1,"2","2",4330.38602,"2","4","2","3",513.6,9,18,"2",4301.19500844917
"1744","5","1","2","1","1","1",47509,"3",66,0,1,"1","2",2588.080213,"2","6","2","3",93.128128,28,73,"1",2586.0935471575
"1745","2","3","1","2","2","1",46546,"3",99,0,2,"1","2",26199.5401416,"2","7","3","3",319.105565,9,64,"1",15987.5530340883
"1746","2","1","2","1","1","1",32627,"1",67,4,2,"1","2",7280.300642,"2","6","2","2",54.628741,14,53,"1",12406.836036365
"1747","4","2","2","2","3","2",0,"1",116,0,1,"2","2",4334.210791,"3","6","2","1",1065.617464,6,87,"1",4020.66485449083
"1748","2","2","2","2","1","4",29177,"2",64,2,5,"1","2",4766.940473,"1","6","2","2",307.2,5,20,"1",4919.09934659
"1749","4","2","2","1","1","2",0,"1",195,0,1,"3","5",6617.139741,"2","6","2","3",1404,20,61,"1",8004.31065052317
"1750","5","2","5","1","3","1",45484,"1",111,0,8,"1","2",8767.626534,"2","3","1","1",532.8,31,28,"1",8680.86413114833
"1751","1","2","1","1","1","2",0,"1",74,0,1,"1","2",2588.435037,"2","5","2","1",851.022089,7,63,"1",2557.71595043333
"1752","3","3","3","1","2","1",73945,"2",78,0,8,"2","1",6243.089247,"2","6","2","4",330.872532,21,76,"1",6147.63733277917
"1753","1","2","3","2","1","5",14030,"2",72,0,1,"2","1",2719.506996,"1","6","2","3",345.6,11,3,"2",2729.47853279917
"1754","4","3","1","2","1","1",60596,"2",71,4,3,"1","2",5517.199137,"2","6","2","1",180.340069,20,78,"1",5611.948814315
"1755","4","1","1","1","2","1",61650,"1",88,0,2,"2","2",10506.93706,"2","6","2","4",117.470445,8,2,"1",14517.673886088
"1756","2","2","3","1","1","4",12266,"2",114,1,3,"1","3",8161.1704,"2","4","2","3",732.050007,25,36,"1",8309.02958967667
"1757","2","2","3","1","1","1",51523,"2",62,0,3,"4","2",5007.672425,"3","5","2","1",297.6,31,0,"1",4735.72562138833
"1758","2","3","2","1","2","1",85058,"2",137,0,2,"1","3",26199.5401416,"2","4","2","2",595.369784,34,82,"1",19684.1524741587
"1759","5","3","1","2","1","1",88692,"2",64,0,5,"1","2",5163.838813,"2","5","2","1",253.193647,29,26,"1",5120.67232112167
"1760","4","2","1","1","2","2",0,"1",88,0,6,"3","1",6051.637445,"1","5","2","1",633.6,16,80,"1",6091.69647638
"1761","4","1","2","2","2","1",59592,"3",84,0,1,"2","2",3300.607083,"3","4","2","4",161.231812,8,49,"1",3348.0205097775
"1762","5","2","3","2","1","5",15648,"2",73,1,5,"2","1",5505.167392,"2","9","3","1",413.269261,29,68,"1",5496.18471937417
"1763","5","1","3","1","1","1",56586,"2",100,0,1,"2","6",4013.945512,"2","6","2","1",121.928014,33,86,"1",4077.90605556417
"1764","4","1","4","2","1","2",0,"1",109,0,2,"1","6",12168.64405,"2","8","3","1",30.989755,28,96,"1",20687.3801728077
"1765","4","2","1","2","2","2",0,"1",91,0,3,"3","2",6474.826466,"2","5","2","2",436.8,21,23,"1",6590.9447201275
"1766","4","1","2","1","3","1",95102,"2",101,0,8,"3","2",8223.164916,"2","3","1","4",94.338814,6,73,"1",7981.34759266917
"1767","5","2","4","2","2","2",0,"1",122,0,9,"1","6",9031.214859,"2","2","1","3",650.52179,15,47,"2",8940.264354045
"1768","2","2","5","1","2","1",31278,"2",92,4,1,"1","1",3528.044252,"2","6","2","3",441.6,24,95,"2",3541.82653628667
"1769","2","1","1","2","1","1",20053,"2",62,1,2,"3","2",17085.41462,"2","6","2","2",9.832575,2,24,"1",11217.0463586725
"1770","5","1","3","2","2","1",71587,"2",99,0,2,"1","1",11955.39598,"2","6","2","1",133.103003,1,74,"1",19366.7876738793
"1771","5","1","4","1","1","1",91015,"3",73,1,2,"3","1",14663.19646,"2","6","2","1",119.062347,31,30,"1",13283.696149365
"1772","5","1","3","1","1","1",52774,"2",66,4,2,"2","1",7529.863445,"1","1","1","4",78.452298,16,26,"1",9543.9666438625
"1773","4","3","3","1","1","1",37876,"1",69,0,1,"2","2",2647.519741,"2","5","2","1",300.056383,13,15,"2",2663.23065872833
"1774","4","2","1","2","2","4",26526,"2",99,0,3,"1","2",7644.684144,"2","6","2","2",523.701824,0,86,"1",8317.9765570525
"1775","5","3","2","1","1","1",45428,"3",109,1,3,"1","3",8349.523082,"2","3","1","2",487.273964,2,46,"1",8563.7092923275
"1776","3","2","1","2","2","1",57693,"3",76,0,3,"2","2",5979.724161,"2","5","2","1",547.2,16,56,"2",5919.30961632333
"1777","4","2","2","2","1","4",26304,"1",63,0,1,"1","2",2345.129694,"2","6","2","2",302.4,22,93,"1",2398.81223820083
"1778","4","2","1","2","1","1",81182,"1",64,0,8,"2","2",5168.152276,"3","2","1","3",307.2,3,45,"1",5175.7728899075
"1779","4","2","3","2","2","2",0,"3",87,3,1,"2","2",2659.70565,"2","6","2","1",420.041981,4,4,"2",2753.6838875625
"1780","5","2","3","2","1","3",20181,"2",66,2,3,"1","2",4792.509792,"2","5","2","1",316.8,8,66,"1",4887.6862413
"1781","5","3","3","1","2","1",56480,"2",87,0,2,"1","2",10330.43794,"2","6","2","2",384.695536,13,62,"1",11286.7793816267
"1782","2","1","1","1","1","1",97026,"2",73,0,3,"2","1",5876.373894,"2","6","2","2",97.417808,30,66,"1",5712.69727183833
"1783","4","2","3","1","1","2",0,"1",64,0,8,"2","1",4377.532789,"2","6","2","2",460.8,25,25,"1",4554.96436933417
"1784","5","2","1","2","1","5",22283,"3",65,0,1,"1","2",2397.036098,"2","5","2","3",572.072106,16,93,"2",2427.90693300167
"1785","2","3","4","1","1","1",58237,"3",63,3,1,"4","1",2393.813375,"2","5","2","3",273.691831,34,22,"1",2647.37198530667
"1786","3","2","2","2","2","2",0,"3",94,0,1,"1","2",3445.86241,"3","2","1","4",590.626396,33,95,"1",3780.09735438583
"1787","5","2","3","2","1","1",28524,"2",62,0,9,"2","2",4967.544169,"2","6","2","4",297.6,26,45,"1",4717.73440385417
"1788","5","2","3","1","1","2",0,"1",61,2,1,"1","1",1918.1197,"3","4","2","3",439.2,2,54,"1",2184.41233198333
"1789","2","1","2","1","1","1",92427,"2",64,2,3,"1","2",5113.899098,"1","6","2","2",126.049033,2,48,"1",5082.66143024083
"1790","4","2","2","1","1","1",44428,"1",104,0,2,"1","3",12036.62051,"2","9","3","2",499.2,17,61,"2",11952.5680403083
"1791","4","2","3","1","1","1",52796,"3",62,0,3,"4","2",4911.458509,"2","2","1","2",297.6,6,17,"1",4973.88102554083
"1792","5","2","2","2","1","2",0,"2",66,2,1,"2","2",2396.219292,"1","3","1","2",433.160284,6,71,"2",2393.8014014875
"1793","5","3","1","2","1","1",34974,"2",71,0,3,"1","2",5671.927479,"2","7","3","4",315.160937,7,36,"1",5465.4084699175
"1794","5","2","2","2","1","1",27839,"2",65,5,1,"3","1",2363.295991,"3","4","2","1",312,20,54,"1",2564.86415032083
"1795","4","2","1","2","1","2",0,"2",102,0,2,"1","3",26199.5401416,"2","4","2","3",1123.212014,10,90,"1",16517.2866350733
"1796","5","2","3","1","2","1",52693,"2",129,0,5,"1","3",10248.89802,"2","5","2","3",619.2,1,0,"1",10329.8751635325
"1797","1","2","1","1","2","2",0,"1",125,0,1,"1","3",4151.551337,"3","5","2","3",900,23,64,"1",4445.4763128175
"1798","5","1","3","2","2","1",29815,"1",95,0,2,"4","2",10960.93667,"2","4","2","1",76.175672,35,18,"1",14294.7803310767
"1799","4","1","1","2","1","1",53333,"2",66,0,1,"2","1",2660.931663,"2","4","2","3",22.945038,4,34,"1",2657.2175449575
"1800","4","2","3","2","1","2",0,"3",66,4,1,"1","2",2004.350666,"3","6","2","3",316.8,16,35,"2",2065.56383859
"1801","1","2","1","1","1","1",24661,"2",196,0,7,"2","5",15483.52986,"2","4","2","2",1961.162049,6,28,"1",15539.9192233017
"1802","1","1","2","2","1","1",62088,"2",64,2,4,"1","1",5083.789524,"2","2","1","1",73.258034,6,28,"1",5367.87420318667
"1803","5","1","5","1","1","1",45855,"2",62,1,1,"3","2",2494.869528,"1","6","2","4",0.887629,0,26,"1",2508.69765924
"1804","4","1","2","1","1","1",76358,"2",66,0,2,"3","2",23594.6802,"2","1","1","1",86.461582,25,3,"2",18237.0425239633
"1805","3","2","3","1","2","1",43267,"2",78,0,2,"4","2",15673.13621,"1","8","3","1",453.073096,8,10,"1",12551.485484696
"1806","5","2","2","2","2","1",85023,"2",85,0,1,"2","2",3409.677392,"2","4","2","1",408,4,69,"1",3888.93434976917
"1807","5","2","3","1","1","1",42247,"3",74,0,1,"3","1",2879.505701,"3","6","2","4",355.2,4,52,"1",2896.29028524833
"1808","5","2","1","1","2","2",0,"1",96,0,1,"1","2",3482.038245,"2","5","2","1",726.132858,31,85,"1",3366.78943222167
"1809","4","2","2","1","2","1",36706,"2",80,0,1,"1","2",3155.45562,"2","6","2","1",488.296267,19,67,"1",3098.5849669425
"1810","5","2","1","2","2","1",51246,"2",122,0,1,"2","3",4889.609695,"2","6","2","4",817.692013,4,89,"1",4766.501792285
"1811","2","2","1","2","1","1",45025,"2",69,1,1,"1","2",2725.322949,"2","5","2","1",452.271771,35,85,"1",2644.49144075417
"1812","2","2","1","2","1","2",0,"1",70,0,2,"1","2",7600.034998,"2","5","2","1",504,3,94,"1",12280.852639147
"1813","4","1","2","2","2","1",21370,"2",77,0,2,"2","2",9294.54951,"2","3","1","2",105.181202,1,35,"1",14646.22082766
"1814","2","1","2","2","1","1",66081,"1",64,1,1,"1","2",2504.871709,"3","6","2","3",42.029731,31,92,"1",3383.46020730333
"1815","5","3","2","2","2","1",46879,"2",86,2,3,"1","2",6756.062791,"2","6","2","1",324.944098,3,62,"1",6575.705468415
"1816","5","2","3","1","3","1",69063,"2",115,0,3,"1","1",9264.32766,"3","4","2","3",552,12,65,"1",8952.43472653417
"1817","2","2","2","2","1","1",31561,"3",68,0,7,"3","2",5324.38786,"2","6","2","4",326.4,8,62,"1",5304.86217617833
"1818","2","3","5","2","1","1",64640,"3",73,2,1,"3","2",2862.729074,"2","6","2","1",327.912134,5,94,"1",2890.93588622667
"1819","4","2","3","1","1","1",33580,"2",62,0,3,"1","2",4931.503095,"2","3","1","1",315.326222,17,77,"1",4868.32032779917
"1820","5","3","3","2","2","1",83869,"2",81,0,1,"1","2",3274.037562,"2","4","2","1",348.186032,10,23,"1",3169.6070460675
"1821","1","2","4","2","1","1",29133,"2",104,0,1,"2","6",4177.666255,"2","4","2","3",499.2,27,76,"1",4117.21739794333
"1822","1","3","1","1","1","1",81082,"2",73,0,4,"2","2",5838.89915,"1","3","1","1",281.295903,5,85,"2",5851.10005818667
"1823","5","2","1","1","2","3",16924,"1",226,0,1,"1","5",8278.716567,"2","5","2","3",1084.8,23,69,"1",8553.31686058417
"1824","4","3","3","1","2","1",62873,"3",81,0,1,"2","2",3230.576665,"2","9","3","2",207.75186,0,41,"2",3193.8465054
"1825","2","2","2","1","1","1",77469,"3",109,1,2,"1","3",12883.11573,"3","5","2","1",757.170246,2,98,"1",17348.9564128817
"1826","5","2","2","2","2","2",0,"1",80,0,7,"1","2",5871.607022,"2","3","1","2",871.055266,24,20,"1",5548.48039781
"1827","2","3","4","2","1","1",69468,"2",67,0,3,"2","2",5453.709172,"2","6","2","2",302.733593,2,3,"1",5360.44182506667
"1828","5","2","1","1","1","1",74143,"2",114,0,6,"1","3",9106.867749,"2","6","2","3",547.2,1,61,"1",9080.65686742917
"1829","2","3","3","2","1","1",89158,"1",67,0,6,"1","2",5349.996572,"2","5","2","3",272.195232,34,71,"1",5442.00264512
"1830","4","2","1","2","1","1",43460,"2",63,0,3,"3","2",5065.935608,"3","5","2","3",302.4,4,18,"1",5035.56721655167
"1831","3","1","1","2","2","1",21236,"2",123,0,1,"2","3",4882.286714,"2","5","2","2",131.262395,3,12,"1",4668.62202810917
"1832","4","2","1","1","2","1",65167,"2",131,0,1,"2","3",5213.3743,"2","5","2","2",628.8,22,85,"1",5317.01597149917
"1833","2","2","3","2","1","2",0,"1",105,0,7,"2","3",7751.855026,"1","6","2","1",756,14,21,"1",7341.23037944417
"1834","4","2","2","2","2","2",0,"1",82,0,2,"2","2",8470.043225,"1","5","2","4",479.312226,1,13,"1",11934.2064310485
"1835","3","2","1","2","2","1",57693,"3",76,0,3,"2","2",5979.724161,"2","3","1","1",547.2,16,56,"2",5943.05930546
"1836","4","2","4","2","2","5",19614,"2",85,0,2,"2","1",16301.9676,"2","6","2","1",574.024018,21,32,"2",14893.6299634908
"1837","5","3","2","1","1","1",79528,"2",64,0,2,"2","1",7748.811,"2","5","2","1",175.429028,2,39,"1",9713.891823715
"1838","5","1","4","2","2","2",0,"2",136,0,2,"1","3",15860.03591,"3","4","2","3",46.098963,10,41,"1",17876.6224182738
"1839","4","2","1","1","1","2",0,"1",62,0,8,"2","2",4558.592305,"2","2","1","2",446.4,13,21,"1",4424.67263387083
"1840","4","1","2","1","3","1",78310,"2",192,1,2,"1","6",26199.5401416,"2","4","2","1",151.711475,34,18,"1",20985.45159818
"1841","4","1","3","2","1","1",83926,"2",181,0,1,"3","4",7334.517166,"2","4","2","1",124.447153,31,88,"1",8103.04569983083
"1842","3","2","1","1","1","4",28879,"2",106,0,2,"2","6",12023.75062,"2","6","2","4",763.2,6,9,"1",18804.5639340353
"1843","3","2","1","2","1","2",0,"1",115,0,2,"2","3",26199.5401416,"3","6","2","1",1251.042795,22,65,"1",18625.0549587733
"1844","4","2","1","2","3","1",53787,"2",104,0,1,"1","2",4150.836913,"2","2","1","1",666.092015,20,77,"1",4731.645827455
"1845","5","3","3","2","1","2",0,"2",67,0,5,"4","2",5028.739297,"2","6","2","4",216.196521,21,60,"1",4781.5416071475
"1846","5","2","1","1","2","2",0,"2",217,1,2,"1","4",26199.5401416,"3","6","2","3",1562.4,14,40,"1",22397.9010591917
"1847","4","1","2","2","3","1",83894,"2",110,0,2,"2","2",22242.51659,"2","4","2","1",82.019005,6,46,"1",18117.3343758147
"1848","5","1","3","2","2","1",59732,"2",94,0,1,"4","2",3745.374656,"2","2","1","3",135.626867,0,54,"1",3773.67552485417
"1849","5","2","3","1","3","2",0,"1",165,1,2,"1","3",16350.13061,"2","2","1","2",1452.213743,12,82,"1",18769.5058807698
"1850","3","1","2","2","1","1",61108,"2",72,0,6,"2","2",5821.128509,"2","4","2","1",23.773332,27,84,"1",5533.74178553333
"1851","3","2","1","2","1","1",27083,"3",73,1,1,"2","2",2839.56968,"3","4","2","4",525.6,15,58,"1",2834.3688950575
"1852","5","2","1","2","1","1",33451,"2",67,0,1,"2","2",2674.227315,"2","5","2","1",337.219884,0,1,"1",2632.99268462417
"1853","3","1","2","2","3","1",21500,"3",115,0,1,"3","2",4515.445404,"2","3","1","1",39.292196,14,44,"1",4489.375120015
"1854","4","2","1","1","1","5",26487,"1",112,0,3,"1","3",7998.347343,"2","2","1","2",602.431489,0,82,"1",8520.39075200083
"1855","1","2","2","1","1","2",0,"1",70,0,3,"2","2",4748.794301,"3","6","2","3",504,8,74,"1",4805.1335497275
"1856","2","2","1","1","1","2",0,"2",198,0,9,"4","4",14429.89284,"3","5","2","1",962.159318,4,31,"1",14641.15147688
"1857","4","2","1","1","2","1",93308,"2",92,0,1,"2","2",3713.803592,"2","6","2","1",441.6,20,56,"1",3684.64119255
"1858","2","2","1","1","1","3",10375,"2",66,0,2,"1","1",7590.050089,"2","6","2","3",316.8,10,95,"1",11746.8119951492
"1859","4","1","4","1","1","1",85950,"3",69,0,1,"4","2",2795.735679,"3","6","2","4",47.70723,5,61,"1",2728.4023859525
"1860","3","1","2","2","1","1",33402,"2",109,0,4,"1","3",8640.753192,"3","6","2","4",71.053011,7,66,"1",8601.313220215
"1861","1","2","1","1","1","4",18129,"3",71,0,1,"3","1",2624.896858,"1","5","2","2",340.8,23,59,"1",2728.47629218333
"1862","4","2","3","1","1","2",0,"1",66,0,8,"1","1",4815.020779,"3","6","2","3",711.8026,29,58,"1",5196.0394669225
"1863","5","3","3","1","1","1",28651,"1",67,0,2,"3","2",12817.41348,"2","5","2","1",302.272725,4,25,"1",8603.95395536167
"1864","3","2","3","2","2","1",34112,"2",77,0,6,"2","2",6140.242989,"3","6","2","3",369.6,32,68,"1",5993.24929969667
"1865","5","1","1","1","2","1",52447,"1",90,0,7,"1","2",7057.463184,"2","6","2","1",61.585668,5,57,"1",7184.47611207333
"1866","3","2","3","1","1","1",50414,"2",69,0,1,"1","2",2757.383982,"2","6","2","1",331.2,25,34,"1",2740.48924940667
"1867","5","2","5","1","1","1",37496,"1",65,0,2,"3","1",7535.42519,"3","2","1","1",312,1,36,"1",11820.768096575
"1868","1","3","2","1","1","1",31572,"2",70,3,3,"2","2",5348.30258,"2","5","2","2",292.434826,14,95,"1",5603.45266715667
"1869","2","1","2","2","1","1",51791,"2",181,1,1,"4","4",7148.331333,"2","6","2","2",422.960234,10,46,"1",7368.93215012917
"1870","5","2","1","2","1","2",0,"2",106,1,3,"3","3",7545.548643,"2","3","1","1",631.108223,19,67,"1",7799.45484618167
"1871","4","2","1","1","1","1",84927,"2",112,0,1,"2","3",4474.48438,"3","5","2","2",537.6,27,83,"1",4535.6392483
"1872","4","2","2","2","1","2",0,"2",72,0,2,"1","1",21578.86035,"3","3","1","1",510.976913,20,11,"1",11389.645765635
"1873","1","1","3","2","2","1",70263,"2",93,0,5,"2","1",7462.926263,"3","4","2","2",7.345946,30,66,"2",7429.95002735417
"1874","5","2","2","2","1","1",76839,"2",68,0,3,"1","2",5503.440723,"2","5","2","2",326.4,12,85,"1",5410.18572421583
"1875","4","3","2","2","1","1",81538,"3",66,0,1,"4","2",2665.737082,"3","4","2","2",272.844816,3,46,"1",2605.03915547333
"1876","4","3","3","1","2","1",62873,"3",81,0,1,"2","2",3230.576665,"2","5","2","2",207.75186,0,41,"2",3220.79098029667
"1877","4","2","2","1","1","2",0,"3",102,0,2,"1","3",10595.81033,"3","6","2","3",734.4,22,20,"1",15289.0225155022
"1878","5","2","3","1","3","3",26303,"3",165,0,1,"4","3",5999.380228,"3","6","2","1",956.589903,16,47,"1",5907.50266632
"1879","4","2","1","1","1","2",0,"2",119,0,7,"2","6",8500.12195,"2","6","2","1",856.8,1,58,"1",8270.68986419083
"1880","4","2","1","1","2","1",29484,"2",93,0,2,"2","1",11064.29047,"2","5","2","3",446.4,19,51,"1",14797.06140714
"1881","2","3","1","1","1","1",89025,"2",64,0,2,"3","2",20467.71796,"1","6","2","3",179.251604,32,10,"1",11807.692572875
"1882","5","2","2","1","1","2",0,"2",104,0,1,"3","3",3792.829528,"2","6","2","3",748.8,23,76,"1",3606.2595770575
"1883","5","2","1","2","2","2",0,"2",126,0,1,"2","3",4715.469193,"2","6","2","4",694.357961,13,91,"1",4583.08133267167
"1884","5","3","3","1","1","1",83086,"2",71,3,3,"3","2",5670.132321,"2","6","2","1",320.486645,1,43,"1",5670.91356590667
