"","No.Of.Policies","Monthly.Premium.Auto","Income","Monthly.Since.Last.Claims","Total.Claims.Amount","Months.Since.Policy.Inception","Response","Gender","No.Of.Open.Complaints","Customer.Lifetime.Value"
"1307",1,80,0,31,16.524885,67,"No","F",0,3007.386248
"1308",2,89,33806,32,395.729716,59,"Yes","F",0,26199.5401416
"1309",1,103,18375,8,535.080276,50,"Yes","M",0,3954.344534
"1310",1,125,0,2,600,84,"No","F",0,4473.883999
"1311",4,96,0,28,460.8,62,"No","F",0,7121.080412
"1312",3,102,0,34,489.6,37,"No","F",0,7547.762822
"1313",8,114,63885,0,86.477384,17,"No","F",0,9011.764865
"1314",2,115,0,21,1163.620366,46,"No","M",0,11578.12643
"1315",1,70,37703,11,83.121963,51,"No","M",0,2719.431536
"1316",6,122,0,8,684.851797,32,"No","M",0,8701.363763
"1317",1,71,50071,3,18.918935,32,"Yes","F",0,2771.045031
"1318",5,95,0,13,456,20,"Yes","F",0,6846.150323
"1319",1,153,0,25,1027.000029,5,"Yes","M",0,5619.689084
"1320",2,67,65636,15,321.6,72,"No","M",0,8013.895125
"1321",2,108,58236,22,67.253453,92,"No","M",0,12919.41828
"1322",2,62,54289,32,430.093647,13,"No","M",0,7385.359236
"1323",2,66,0,16,316.8,77,"Yes","F",0,7200.664877
"1324",1,83,60244,3,326.281835,72,"Yes","M",3,3237.996209
"1325",5,71,50695,31,110.567069,30,"No","M",0,5704.977144
"1326",3,71,0,9,421.147532,6,"No","F",0,4896.271406
"1327",2,69,33651,21,328.65413,37,"No","F",1,24249.33685
"1328",7,109,75741,31,217.188864,59,"No","M",0,8823.852473
"1329",7,96,38086,17,243.237741,10,"No","M",0,7610.203455
"1330",2,106,44299,25,754.260616,76,"No","M",5,11121.62179
"1331",2,67,91535,35,126.634634,13,"No","F",1,18938.53677
"1332",2,98,39669,13,492.935479,63,"No","F",0,11633.57855
"1333",1,61,57963,11,42.160829,63,"No","F",0,2442.422113
"1334",1,102,27906,5,489.6,57,"No","M",0,3842.028065
"1335",2,122,31189,18,585.6,10,"No","F",0,14244.73069
"1336",1,103,32180,3,558.835255,28,"No","F",0,4095.201692
"1337",2,114,27500,25,472.280461,47,"No","M",0,26199.5401416
"1338",2,62,33588,2,419.921897,64,"No","F",0,19731.34147
"1339",4,83,56270,23,398.4,2,"No","M",0,6685.069081
"1340",2,133,43946,13,415.98615,83,"No","F",0,15865.166
"1341",1,97,66676,0,558.099357,40,"Yes","F",0,3919.366722
"1342",4,118,36121,7,1107.145019,91,"No","F",0,9470.273932
"1343",2,70,42540,15,43.548973,52,"No","F",0,8406.385414
"1344",6,62,0,20,446.4,88,"No","M",0,4411.65582
"1345",9,83,27681,13,398.4,62,"Yes","M",0,6057.07208
"1346",9,111,52373,2,186.160527,37,"No","M",0,8749.496793
"1347",1,111,49746,4,589.298521,85,"No","M",3,4240.925575
"1348",7,129,0,13,1059.572464,4,"No","F",0,8992.779137
"1349",2,93,32756,18,381.118731,67,"No","F",0,18569.50063
"1350",2,123,61675,35,482.550044,54,"No","F",0,26199.5401416
"1351",6,72,74015,12,471.443077,61,"Yes","M",0,5555.830205
"1352",1,94,0,6,1121.876091,61,"No","M",0,3199.703983
"1353",1,62,0,30,446.4,29,"No","F",1,2195.295372
"1354",8,71,27756,6,735.733206,52,"No","M",0,5578.522348
"1355",2,68,86876,9,118.810361,3,"No","M",0,8139.525579
"1356",1,69,0,7,331.2,10,"No","F",0,2442.212317
"1357",3,128,78358,6,614.4,75,"No","F",0,10307.65258
"1358",1,67,12222,8,321.6,70,"No","F",1,2461.797738
"1359",1,74,25531,27,355.2,52,"No","F",0,2822.591481
"1360",5,119,18643,34,571.2,41,"No","F",0,9320.240511
"1361",1,177,95058,11,89.712324,90,"No","F",0,7218.16275
"1362",5,66,19715,25,475.2,11,"No","F",4,4882.289803
"1363",1,118,13128,11,771.878514,21,"No","F",0,4447.423455
"1364",4,71,31614,26,234.683628,69,"No","M",0,5420.361822
"1365",2,65,44667,25,245.661376,53,"No","F",0,7583.141211
"1366",1,103,0,35,741.6,76,"No","M",0,3614.078436
"1367",2,73,33291,30,172.226165,2,"No","F",1,8723.667123
"1368",2,110,60970,20,94.496547,10,"No","F",0,26199.5401416
"1369",3,72,88997,9,174.041566,71,"Yes","M",0,5757.442258
"1370",1,86,0,18,569.130423,41,"No","M",0,3011.270628
"1371",2,72,29218,33,502.369442,40,"No","F",0,8663.919296
"1372",2,68,0,6,326.4,25,"No","F",0,7494.087341
"1373",7,117,23675,4,707.925645,31,"No","F",0,9025.067525
"1374",1,71,0,22,340.8,45,"No","M",0,2615.911934
"1375",2,68,23706,1,326.4,56,"No","M",1,7806.137458
"1376",1,131,0,0,628.8,80,"No","M",0,4717.625727
"1377",3,85,0,34,872.203927,31,"No","M",0,5625.908671
"1378",4,65,71661,7,312,92,"No","F",0,5206.028448
"1379",1,70,90893,8,70.712507,82,"No","M",0,2837.109178
"1380",2,102,90016,28,20.405935,34,"No","M",4,11785.04181
"1381",1,85,0,27,595.160486,29,"No","M",0,3187.351993
"1382",1,106,77853,12,165.237444,76,"No","F",0,4228.248035
"1383",8,82,72608,26,393.6,19,"Yes","F",3,6521.368813
"1384",6,128,36568,28,978.621302,34,"No","M",0,10209.02324
"1385",1,87,0,2,401.484738,55,"No","M",0,3008.969524
"1386",1,63,89451,11,61.769564,2,"Yes","F",0,2530.705137
"1387",2,89,62409,16,392.686432,50,"No","F",0,10662.63422
"1388",1,83,20166,19,398.4,28,"No","M",0,3252.828464
"1389",5,79,23843,1,344.693511,42,"No","F",0,6120.185345
"1390",3,64,0,17,360.110955,84,"No","F",0,4787.472973
"1391",5,103,54695,6,494.4,94,"No","F",0,8177.048957
"1392",8,138,91123,32,103.462381,70,"No","F",3,10883.78785
"1393",2,253,64321,4,422.438297,75,"No","F",0,26199.5401416
"1394",7,116,0,7,556.8,73,"No","M",1,8719.125849
"1395",2,97,45893,3,465.6,75,"No","F",0,11606.84868
"1396",1,88,29385,18,422.4,8,"No","M",2,3303.090814
"1397",3,105,44843,14,391.419263,34,"No","M",0,8311.854644
"1398",9,92,27604,20,441.6,45,"No","F",1,6969.880958
"1399",8,64,91603,18,307.2,37,"No","F",5,5024.029643
"1400",9,96,96748,13,460.8,68,"No","M",0,7725.535708
"1401",2,112,25074,17,537.6,8,"No","M",0,13248.63735
"1402",1,96,84981,6,4.719043,96,"No","F",0,3878.770231
"1403",2,77,29692,3,449.352139,53,"No","M",0,8065.234637
"1404",4,139,34837,4,667.2,2,"No","F",1,10720.41744
"1405",2,70,23129,10,491.65337,74,"No","M",0,7880.337212
"1406",3,72,43282,3,166.799814,3,"No","F",0,5808.932598
"1407",3,71,10037,14,292.181494,29,"No","M",0,4914.035833
"1408",1,63,21986,1,333.696228,9,"Yes","F",0,2395.57
"1409",9,61,67467,4,365.879938,22,"No","M",0,4874.665223
"1410",1,106,30598,13,508.8,21,"No","M",0,4198.02525
"1411",2,119,11432,11,571.2,9,"Yes","F",0,13466.92071
"1412",1,61,27093,10,292.8,19,"No","M",0,2424.424678
"1413",1,62,38961,5,297.6,19,"No","F",0,2438.533897
"1414",2,71,14072,13,511.2,3,"Yes","M",0,24127.50402
"1415",3,97,56225,10,465.6,95,"No","M",0,7596.143777
"1416",8,76,26876,17,364.8,72,"Yes","M",0,6005.214792
"1417",1,284,29505,2,1979.444237,70,"No","F",0,11250.09857
"1418",1,104,62864,20,171.213743,14,"No","F",0,4049.415027
"1419",1,61,54753,5,292.8,99,"No","M",0,2378.667328
"1420",8,78,59523,0,343.789779,62,"No","M",1,6189.994337
"1421",6,71,56017,1,51.995897,98,"No","F",0,5638.262608
"1422",2,65,26721,18,312,64,"No","M",3,6747.524275
"1423",3,132,76549,3,616.349424,5,"No","M",0,10507.50144
"1424",2,114,73597,5,485.183645,8,"No","M",5,13110.54899
"1425",7,86,32787,3,568.58486,86,"No","M",0,6807.271588
"1426",1,67,94962,10,321.6,48,"No","F",4,2627.610202
"1427",3,74,0,19,407.218947,11,"No","M",1,4691.043597
"1428",3,86,13528,21,412.8,35,"Yes","M",0,6005.847375
"1429",5,155,0,23,1116,62,"No","M",0,10461.58298
"1430",1,116,76157,15,556.8,80,"Yes","F",0,4669.22664
"1431",2,65,34430,6,184.958966,15,"No","F",0,7732.385103
"1432",2,198,17130,1,950.4,58,"No","M",0,26199.5401416
"1433",9,92,0,30,662.4,64,"No","F",3,5553.756551
"1434",7,223,0,26,1605.6,40,"No","F",5,13021.0853
"1435",1,78,23376,19,374.4,18,"Yes","F",0,2867.312197
"1436",1,71,67952,16,167.405624,0,"No","M",0,2843.557702
"1437",2,66,25251,13,316.8,43,"Yes","M",0,11790.49617
"1438",2,65,20497,17,425.358596,94,"No","F",0,7785.666532
"1439",2,104,68420,5,499.2,27,"No","M",1,12315.09489
"1440",1,122,24711,31,259.998169,93,"No","F",0,4810.97858
"1441",1,106,0,25,1116.943654,47,"No","F",1,3761.792015
"1442",8,74,0,18,532.8,29,"No","M",0,5304.541694
"1443",1,82,24695,0,393.6,88,"No","M",0,3207.468733
"1444",8,111,26287,6,279.378884,11,"No","M",0,8697.787865
"1445",3,68,89092,31,91.8198,30,"No","F",2,5383.670919
"1446",1,67,43626,9,321.6,80,"No","M",0,2593.818427
"1447",2,185,0,7,1543.932434,47,"No","F",2,18726.15325
"1448",3,93,37751,15,56.692777,42,"No","F",0,7249.065093
"1449",6,111,31986,13,532.8,83,"No","F",0,8692.282356
"1450",3,208,0,22,2270.508697,92,"No","M",0,14084.48944
"1451",1,139,20472,34,667.2,61,"No","F",0,5408.892351
"1452",1,93,85751,6,391.210704,3,"No","F",0,3768.371028
"1453",1,97,96335,7,161.388136,43,"No","M",0,3887.324208
"1454",2,63,80540,27,65.845112,74,"No","M",0,22758.91192
"1455",1,129,47824,8,546.046853,56,"No","M",3,4873.350518
"1456",8,116,0,0,1148.461246,8,"No","F",2,8473.46358
"1457",1,64,41059,6,151.670029,12,"No","F",0,2544.337548
"1458",1,89,19447,6,640.8,6,"No","M",0,3336.219942
"1459",8,65,94392,3,156.18031,89,"No","M",1,5206.108215
"1460",2,129,69161,24,441.138769,50,"No","M",0,15487.44072
"1461",2,107,36551,12,53.837271,25,"No","F",0,12472.1199
"1462",4,61,70432,16,6.422285,49,"No","F",3,4766.645359
"1463",7,82,0,7,393.6,77,"No","M",0,5357.75893
"1464",1,283,51643,16,1358.4,43,"Yes","F",0,11009.13049
"1465",1,66,57563,7,316.8,61,"No","M",0,2592.928283
"1466",9,77,0,17,534.228036,54,"No","M",0,5666.465804
"1467",1,99,41341,4,240.24432,64,"No","F",0,3834.735196
"1468",2,122,44246,1,585.6,18,"No","M",3,26199.5401416
"1469",3,124,34831,4,595.2,34,"No","F",0,9935.165983
"1470",4,68,80727,15,98.71658,43,"No","F",0,5539.349243
"1471",1,64,76731,2,201.455005,68,"Yes","F",0,2582.408525
"1472",1,62,19112,30,259.006614,32,"No","M",0,2399.045522
"1473",1,210,58414,7,1008,24,"Yes","M",2,7840.165778
"1474",1,97,66676,0,558.099357,40,"Yes","F",0,3919.366722
"1475",1,126,0,19,907.2,39,"No","F",0,4531.675269
"1476",1,69,31385,31,68.193193,5,"No","M",0,2726.797356
"1477",3,136,0,31,1237.257917,75,"No","F",4,8818.051498
"1478",1,65,0,19,312,54,"No","F",2,2128.621329
"1479",3,109,52440,27,371.206205,58,"No","F",0,8556.58016
"1480",4,72,0,0,216.700125,45,"No","M",0,5248.978048
"1481",1,82,17308,10,874.324338,86,"No","M",0,3034.771777
"1482",3,118,0,18,849.6,9,"No","F",0,8329.039004
"1483",1,66,72302,6,316.8,27,"Yes","M",0,2616.613903
"1484",1,107,0,21,513.6,65,"No","M",0,4004.5513
"1485",5,87,0,23,626.4,73,"No","F",1,6051.799036
"1486",6,84,70328,11,293.227028,32,"No","F",0,6746.434272
"1487",1,99,60021,12,882.871945,28,"Yes","F",0,3939.00637
"1488",3,112,20169,35,537.6,81,"No","M",1,8084.325058
"1489",6,69,20178,26,331.2,52,"No","M",2,4877.954567
"1490",2,62,78337,2,36.285512,88,"No","M",2,21892.3539
"1491",1,70,50397,34,350.65008,77,"No","F",0,2813.50617
"1492",3,107,23879,13,635.64283,57,"No","F",0,8368.875358
"1493",2,112,14710,25,537.6,86,"No","M",0,24186.24342
"1494",2,130,20656,15,706.114237,5,"No","F",0,15120.21281
"1495",3,194,0,13,1396.8,83,"No","F",0,13379.81103
"1496",3,70,73168,21,425.800112,50,"Yes","M",0,5639.941974
"1497",2,64,39886,34,290.359207,59,"No","M",1,12379.56803
"1498",5,62,0,13,446.4,8,"No","M",0,4253.283113
"1499",1,79,77882,17,379.2,36,"No","F",0,3221.788294
"1500",5,137,24164,2,657.6,40,"Yes","M",0,10972.06778
"1501",1,78,0,23,374.4,93,"No","F",1,2656.522604
"1502",1,64,26689,34,424.711758,23,"No","M",0,2495.464753
"1503",1,63,31357,2,2.016239,88,"No","F",0,2498.35063
"1504",2,79,37282,1,222.508607,49,"No","M",0,25169.18817
"1505",1,80,58248,17,134.371323,1,"No","M",0,3157.742637
"1506",2,85,32869,4,117.467331,49,"No","M",0,20120.56053
"1507",1,106,0,34,763.2,39,"No","F",0,3659.18314
"1508",3,102,50825,3,369.614729,46,"Yes","M",0,8092.87696
"1509",5,65,85721,12,312,45,"No","M",0,5218.343293
"1510",1,71,94304,31,182.815897,41,"No","M",0,2814.2088
"1511",2,63,0,4,685.12694,52,"Yes","F",0,16468.22079
"1512",2,116,45431,23,556.8,81,"No","F",0,26199.5401416
"1513",2,73,0,33,525.6,8,"No","F",0,18399.82784
"1514",1,98,62445,19,681.167228,12,"No","F",1,3921.018919
"1515",7,112,0,15,747.658769,29,"No","F",3,7890.597705
"1516",1,67,0,15,413.606733,91,"No","M",3,1898.007675
"1517",2,72,0,8,518.4,54,"No","F",0,7897.015071
"1518",2,76,0,8,364.8,77,"No","M",0,24672.65531
"1519",2,62,37256,15,128.969729,7,"Yes","M",0,9816.528302
"1520",2,67,20532,20,282.657499,68,"No","F",0,7858.047444
"1521",1,74,0,2,470.956628,51,"No","M",0,2618.80573
"1522",7,65,70988,3,312,82,"No","F",0,5227.570224
"1523",1,67,56536,10,301.891189,63,"No","F",0,2677.223462
"1524",4,74,48278,22,98.198664,7,"No","F",0,5932.560456
"1525",1,93,13199,23,582.462008,22,"No","F",0,3605.974564
"1526",2,68,0,15,326.4,52,"No","M",0,12564.06775
"1527",3,78,57734,2,374.4,64,"No","M",0,6243.141785
"1528",5,72,0,6,518.4,66,"No","M",0,5165.571852
"1529",6,78,0,16,374.4,93,"No","F",0,5800.772699
"1530",1,67,48608,18,321.6,12,"No","M",0,2595.853636
"1531",2,61,43947,33,291.388894,43,"No","M",4,6817.430723
"1532",5,111,83761,1,532.8,34,"No","F",0,8900.420359
"1533",1,94,46573,26,77.778826,62,"No","M",0,3781.690691
"1534",2,118,49889,8,201.545818,11,"No","F",0,26199.5401416
"1535",1,117,18263,1,758.333096,18,"No","M",0,4428.625763
"1536",2,107,66550,5,513.6,0,"No","F",1,25674.14895
"1537",1,65,0,22,312,93,"No","F",0,2241.463188
"1538",6,71,77646,3,340.8,29,"No","F",0,5723.535705
"1539",4,73,81082,5,281.295903,85,"Yes","M",0,5838.89915
"1540",2,73,0,3,525.6,74,"No","M",0,20294.39491
"1541",1,118,35830,4,597.259924,50,"No","M",1,4674.705262
"1542",7,108,74001,3,254.311154,62,"No","F",3,8476.766278
"1543",1,110,0,8,528,76,"No","F",0,3871.073807
"1544",3,76,80590,26,104.06843,4,"No","F",0,6162.19867
"1545",2,61,25612,12,292.8,52,"No","F",0,6943.555989
"1546",1,199,0,10,1956.368115,17,"No","F",0,7469.145695
"1547",8,256,26000,34,1228.8,84,"No","M",0,17790.40826
"1548",4,106,99652,21,406.634615,80,"No","F",2,8566.423522
"1549",1,77,0,33,138.947984,86,"No","F",0,2822.731903
"1550",3,67,44051,21,321.6,81,"No","M",0,5274.429281
"1551",1,189,23617,0,907.2,47,"No","M",0,7422.186246
"1552",2,111,94153,2,4.845348,5,"No","F",0,13576.143
"1553",2,121,31650,25,580.8,17,"No","M",0,14228.23432
"1554",1,66,15520,21,316.8,16,"No","F",0,2497.543631
"1555",7,112,77077,11,528.047506,51,"No","F",0,8845.710917
"1556",2,65,50296,26,46.804,62,"No","F",1,7737.265103
"1557",1,62,23737,10,437.934279,65,"No","F",1,2433.214447
"1558",2,70,25542,21,448.374285,47,"No","M",0,11084.60844
"1559",1,93,0,10,7.991571,63,"No","F",0,3444.171166
"1560",2,63,0,4,685.12694,52,"Yes","F",0,16468.22079
"1561",3,169,0,7,1312.201307,64,"No","M",0,11700.6441
"1562",5,110,0,14,792,30,"No","M",1,6863.706694
"1563",2,67,85483,8,314.143133,15,"No","M",0,8096.312478
"1564",2,202,39547,11,969.6,21,"No","F",0,26199.5401416
"1565",1,87,0,4,420.041981,4,"Yes","F",3,2659.70565
"1566",1,100,0,13,480,25,"No","F",1,3683.794027
"1567",3,99,51001,13,291.890464,49,"No","F",1,7842.377593
"1568",9,69,21299,0,331.2,1,"No","F",0,5316.606293
"1569",1,122,0,27,725.870693,2,"Yes","M",0,4270.034394
"1570",1,68,0,11,386.977271,81,"No","F",3,2524.646973
"1571",1,63,0,18,453.6,76,"No","F",0,2320.516874
"1572",9,116,0,24,1339.303486,90,"No","F",0,8048.371634
"1573",9,162,58684,4,1166.4,77,"No","M",0,13055.57087
"1574",1,135,0,28,1516.383753,66,"No","M",0,4526.606038
"1575",1,194,24030,14,970.688934,0,"No","M",0,7048.384055
"1576",1,101,25147,7,694.598288,54,"Yes","F",0,3600.934326
"1577",1,116,0,32,835.2,57,"No","M",0,3979.586552
"1578",8,64,38055,7,39.069987,24,"No","M",1,4966.767294
"1579",9,70,59782,29,336,51,"No","F",0,5626.572446
"1580",3,72,32224,27,19.281882,21,"No","F",0,5720.897922
"1581",1,64,74215,27,345.180055,41,"No","M",0,2577.319607
"1582",2,87,72297,17,109.543927,37,"No","M",2,10492.97256
"1583",2,128,0,12,715.951352,9,"No","F",0,24868.24096
"1584",7,65,29957,19,312,72,"No","F",0,5046.892442
"1585",3,113,91763,22,441.992043,64,"No","F",0,9161.655119
"1586",7,109,24031,0,523.2,72,"No","M",0,8496.063681
"1587",1,111,63774,18,60.036683,63,"Yes","F",0,4376.363592
"1588",2,97,49078,10,484.013411,3,"Yes","M",0,22332.43946
"1589",3,71,85447,23,509.997312,2,"No","M",2,5421.537952
"1590",2,91,68025,15,436.8,17,"No","M",0,10892.90825
"1591",2,110,89948,17,125.017501,53,"No","M",1,13081.3077
"1592",1,105,59038,0,588.265049,31,"No","F",0,4236.468669
"1593",2,72,47593,33,344.137073,52,"No","F",0,8396.605358
"1594",3,122,30431,6,133.4674,16,"No","F",0,9640.532979
"1595",1,70,88067,19,336,59,"No","F",0,2819.114769
"1596",7,96,0,16,1012.030163,43,"No","M",0,6739.316292
"1597",8,77,43579,12,452.095421,17,"No","F",0,6135.083838
"1598",1,64,25772,13,307.2,52,"No","M",0,2333.609334
"1599",1,99,12287,11,712.8,49,"No","F",0,3700.420255
"1600",1,63,19864,22,352.394515,96,"Yes","F",0,2359.423599
"1601",1,63,65876,1,44.359382,52,"No","M",1,2468.443101
"1602",8,77,68658,7,296.261405,60,"No","M",0,6019.92547
"1603",9,63,27400,14,302.4,78,"No","F",1,4950.250892
"1604",3,113,38072,10,151.055863,36,"No","M",1,8704.278179
"1605",7,105,48521,9,263.82569,89,"No","M",0,8360.14874
"1606",3,70,22555,1,336,62,"No","F",0,5407.745153
"1607",2,128,80757,9,339.73717,14,"No","M",0,15262.95878
"1608",1,82,25820,10,393.6,69,"Yes","F",0,3265.156348
"1609",1,115,97017,33,534.079032,60,"No","M",1,4637.034667
"1610",2,101,25419,13,584.567645,18,"No","F",0,12052.98409
"1611",4,74,0,3,355.2,10,"No","F",0,5039.389325
"1612",2,99,55805,16,425.527151,30,"No","F",0,12045.67286
"1613",1,69,29286,5,496.8,20,"No","F",1,2727.082424
"1614",7,64,70784,0,107.928851,93,"No","M",0,5080.23973
"1615",1,71,0,17,340.8,6,"No","M",0,2676.948677
"1616",1,110,33488,7,316.876671,61,"No","M",0,4314.174392
"1617",9,69,0,4,496.8,69,"No","F",0,4807.002259
"1618",1,127,21685,0,609.6,70,"No","F",0,4858.116042
"1619",1,68,39492,12,326.4,9,"No","M",0,2736.53263
"1620",1,110,0,20,792,62,"No","M",0,3857.770745
"1621",2,139,73049,3,284.43696,42,"No","F",0,16710.83929
"1622",1,71,50071,3,18.918935,32,"Yes","F",0,2771.045031
"1623",1,81,52653,19,230.300308,42,"No","M",0,3193.459822
"1624",3,65,22886,9,312,81,"Yes","F",0,5096.673223
"1625",2,73,0,3,350.4,33,"No","F",0,7706.956035
"1626",1,65,0,14,468,5,"No","F",0,2360.601748
"1627",1,274,29418,23,1972.8,31,"No","M",0,10926.69497
"1628",2,74,50446,28,355.2,50,"No","F",4,8625.836992
"1629",2,70,87728,24,201.589875,65,"No","M",0,8432.519368
"1630",1,68,58729,2,94.845076,67,"No","M",2,2642.932059
"1631",7,110,84731,11,226.738219,32,"No","F",1,8874.551335
"1632",1,70,0,21,716.67276,5,"No","M",0,2349.957291
"1633",2,74,67197,29,275.608537,18,"No","M",3,8481.310791
"1634",2,95,0,22,337.79769,59,"No","F",0,10395.70939
"1635",8,66,66203,15,130.697268,38,"No","F",0,5297.918924
"1636",5,110,25806,20,528,43,"No","F",0,8750.710415
"1637",4,190,22978,8,912,53,"No","F",0,14941.90379
"1638",3,82,23235,32,483.482031,46,"No","M",0,6459.640843
"1639",9,96,0,2,460.8,84,"No","M",0,6778.84457
"1640",2,185,84650,13,660.474274,39,"No","F",3,26199.5401416
"1641",1,69,56342,12,331.2,89,"Yes","M",0,2674.730716
"1642",2,106,58781,31,502.46107,37,"No","M",0,12421.86213
"1643",2,102,0,17,734.4,77,"No","M",0,10255.80275
"1644",2,69,50941,17,331.2,46,"No","M",0,10551.1476
"1645",1,92,30244,11,383.110633,72,"No","M",0,3575.04124
"1646",1,66,0,6,433.160284,71,"Yes","F",2,2396.219292
"1647",1,70,98859,3,504,57,"No","M",0,2805.176489
"1648",3,74,60087,21,355.2,23,"No","F",0,5821.787383
"1649",1,61,28519,9,111.865326,94,"No","F",0,2432.958093
"1650",1,107,29462,28,513.6,23,"Yes","F",1,4170.687348
"1651",1,94,58300,25,24.04838,55,"No","F",0,3758.950734
"1652",2,111,0,1,673.262794,72,"No","M",0,26134.90739
"1653",1,69,29735,3,331.2,92,"Yes","M",0,2453.570794
"1654",2,72,0,18,744.026708,25,"No","M",0,7260.833833
"1655",1,125,57709,10,600,26,"Yes","M",0,5073.282126
"1656",1,73,22664,0,350.4,8,"No","F",0,2706.606128
"1657",1,76,78310,4,364.8,24,"No","F",0,3056.990764
"1658",7,66,39854,6,261.930545,4,"Yes","F",0,5217.513287
"1659",4,90,0,3,547.912576,74,"No","M",0,6744.190752
"1660",3,89,59522,0,427.2,8,"No","F",0,7153.671737
"1661",1,81,0,16,388.8,69,"No","F",0,2937.165583
"1662",2,90,81439,25,108.118855,40,"No","M",1,10391.78109
"1663",3,64,0,13,254.404622,11,"No","F",0,4490.549093
"1664",1,98,20978,19,1176.2788,96,"Yes","M",1,3508.569533
"1665",6,77,78824,10,267.699403,12,"No","M",0,6156.363979
"1666",1,83,80138,3,209.427344,33,"No","F",0,3363.004143
"1667",5,170,0,10,1227.491941,74,"No","F",0,11855.13545
"1668",5,94,44527,20,286.960016,91,"No","M",2,7163.796624
"1669",9,77,0,13,369.6,57,"No","F",0,5677.309793
"1670",6,61,28264,22,167.889924,12,"No","F",4,4624.557568
"1671",2,89,33806,32,395.729716,59,"Yes","F",0,26199.5401416
"1672",1,135,64706,0,77.129691,30,"No","F",0,5323.866117
"1673",2,194,33992,15,931.2,46,"No","F",1,26199.5401416
"1674",2,109,0,19,784.8,49,"No","F",2,24238.66071
"1675",2,102,25370,10,489.6,77,"Yes","F",0,11638.89947
"1676",4,67,56154,6,386.160674,26,"No","M",0,5257.241485
"1677",1,65,22283,16,572.072106,93,"Yes","F",0,2397.036098
"1678",3,74,16101,16,437.608909,10,"No","M",0,5534.569714
"1679",1,110,83220,9,528,42,"No","F",0,4434.028141
"1680",2,93,31226,31,446.4,68,"No","M",0,14748.92373
"1681",2,61,0,32,292.8,85,"No","M",0,12495.73971
"1682",1,154,66839,33,739.2,24,"Yes","M",0,5989.773931
"1683",1,62,65176,24,297.6,32,"No","M",0,2471.145145
"1684",1,70,34717,7,336,33,"No","F",2,2760.954751
"1685",1,122,0,27,725.870693,2,"Yes","M",0,4270.034394
"1686",1,89,0,15,640.8,83,"No","F",0,3136.082008
"1687",5,95,0,6,456,99,"No","M",0,6661.744145
"1688",1,139,37995,16,667.2,50,"Yes","F",0,5597.12496
"1689",2,73,0,9,350.4,28,"No","F",2,20766.66918
"1690",4,89,0,1,640.8,84,"No","M",1,5553.362689
"1691",5,69,83576,35,331.2,72,"No","F",0,5557.934118
"1692",3,65,35625,10,288.572108,56,"Yes","F",1,5107.163002
"1693",3,71,74454,25,340.8,29,"Yes","F",0,5595.389905
"1694",1,70,62302,7,504,7,"No","M",0,2746.921502
"1695",1,124,0,13,630.85509,31,"No","F",0,4729.970205
"1696",7,113,52583,12,528.20086,59,"Yes","F",0,8879.790017
"1697",1,85,22076,30,422.765363,53,"No","M",0,3106.48254
"1698",1,181,29053,34,404.95431,52,"No","F",0,7256.576235
"1699",2,68,0,2,326.4,82,"No","F",0,14428.86926
"1700",6,65,0,7,129.165554,14,"No","F",0,4845.002948
"1701",1,71,0,6,340.8,65,"No","F",0,2545.056879
"1702",9,104,23666,7,499.2,76,"No","F",0,8355.958185
"1703",1,67,25163,32,321.6,18,"No","F",0,2534.990075
"1704",2,76,0,7,364.8,84,"No","F",0,15936.5764
"1705",2,67,10147,15,459.276664,52,"No","M",0,12552.64705
"1706",3,61,95765,14,352.089317,80,"No","F",0,4935.642812
"1707",1,104,0,27,499.2,13,"No","M",1,3740.404374
"1708",1,72,24152,17,345.6,28,"No","F",2,2661.729688
"1709",2,104,40252,12,499.2,60,"No","F",0,26199.5401416
"1710",1,61,95697,16,114.273025,55,"Yes","M",0,2471.528431
"1711",7,69,0,27,331.2,56,"No","F",0,4949.525372
"1712",8,113,62277,9,249.799752,68,"No","M",0,8837.334639
"1713",8,66,28909,15,456.702735,66,"Yes","F",0,5246.278375
"1714",1,97,0,23,698.4,38,"No","F",0,3383.445647
"1715",1,121,31447,12,580.8,16,"No","F",0,4868.807554
"1716",1,91,42460,28,347.47509,42,"No","F",0,3671.818326
"1717",1,150,12811,27,720,0,"No","M",2,5253.487908
"1718",1,97,0,19,698.4,18,"No","F",0,3508.92537
"1719",9,63,22571,29,302.4,51,"Yes","F",0,4605.036646
"1720",1,105,58299,24,504,22,"No","M",1,4165.252177
"1721",2,61,25275,5,214.247114,80,"No","M",0,14065.30235
"1722",2,65,52348,33,312,18,"No","F",1,7590.913301
"1723",2,68,58843,1,200.490816,96,"No","F",0,8018.503854
"1724",1,105,0,2,933.212749,54,"No","F",0,3945.588049
"1725",5,69,52984,12,167.667603,81,"No","F",0,5554.826011
"1726",4,72,0,18,345.6,39,"No","F",0,5329.128301
"1727",7,96,47778,2,173.80879,81,"No","F",0,7606.70898
"1728",5,78,0,32,410.409376,66,"No","M",0,5709.225202
"1729",3,90,45356,31,462.043003,30,"No","F",0,7218.375778
"1730",2,94,52651,34,451.2,20,"No","F",0,26199.5401416
"1731",9,72,0,2,345.6,12,"No","M",0,4767.687852
"1732",2,73,58488,29,350.4,15,"No","M",2,8474.634723
"1733",3,70,0,35,504,56,"No","M",0,5002.093264
